farmer_id,avg_lookback_income,income_volatility_cv,income_trend_slope,active_weeks_pre_loan,zero_income_weeks_pre_loan,loan_amount,installment,total_missed_payments,delinquent
25,5075.0,0.142404037677505,78.80952380952381,8,0,35525.0,1776.25,0,0
26,4978.75,1.190937637248853,2115.2380952380954,7,1,34851.25,1742.5625,0,0
27,0.0,0.0,0.0,0,8,0.0,0.0,0,0
28,115.5,2.1198208303152644,-71.30952380952381,2,6,808.5,40.425,2,0
29,121823.625,0.8318587467569452,-33937.72619047619,8,0,852765.3749999999,42638.268749999996,1,0
30,212632.25,1.067055248045908,75810.23809523809,8,0,1488425.7499999998,74421.28749999999,0,0
31,4235.25,1.8360830660889875,2239.8809523809523,6,2,29646.749999999996,1482.3374999999999,0,0
32,275683.375,0.4404190896391176,6716.107142857143,8,0,1929783.625,96489.18125,0,0
33,1191.5,1.1513609011305823,-436.8095238095238,5,3,8340.5,417.025,4,1
34,5190.25,1.2687610689328235,1830.2857142857142,6,2,36331.75,1816.5874999999999,0,0
35,23320.125,0.38732638611611614,-2859.8214285714284,8,0,163240.875,8162.04375,0,0
36,6520.5,0.19137738716699135,458.0,8,0,45643.49999999999,2282.1749999999997,0,0
37,529.375,0.6055522207346946,-124.13095238095238,8,0,3705.625,185.28125,20,1
38,427.875,1.20662494765322,16.13095238095238,6,2,2995.125,149.75625,0,0
39,47.625,2.48378214325912,-30.726190476190474,2,6,333.375,16.66875,3,0
40,2270.25,0.9898264442797399,822.4047619047619,5,3,15891.75,794.5875,0,0
41,77386.375,0.39792929218809303,3075.1785714285716,8,0,541704.625,27085.231249999997,5,1
42,52467.625,0.5998131053399633,-4828.107142857143,8,0,367273.37499999994,18363.668749999997,6,1
43,10010.875,0.3535715150316431,24.035714285714285,8,0,70076.125,3503.8062499999996,0,0
44,6507.25,1.6220883948553262,-10.619047619047619,6,2,45550.75,2277.5375,12,1
45,2305.25,0.4890440687030816,-284.6190476190476,8,0,16136.75,806.8375,0,0
46,782.25,0.858150540639593,153.23809523809524,6,2,5475.749999999999,273.78749999999997,0,0
47,5474.875,0.13244412930840319,-211.96428571428572,8,0,38324.125,1916.20625,0,0
48,2753.625,0.3237089611236665,101.20238095238095,8,0,19275.375,963.76875,0,0
49,38083.0,0.16922691211799482,-1687.0714285714287,8,0,266581.0,13329.05,1,0
50,3957.25,0.8937451345919987,146.21428571428572,7,1,27700.75,1385.0375,2,0
51,164.125,2.8284271247461903,-109.41666666666667,1,7,1148.875,57.443749999999994,8,1
52,44062.5,1.7884122404321563,24557.285714285714,8,0,308437.49999999994,15421.874999999998,2,0
53,792.375,1.3675581996807367,-5.916666666666667,4,4,5546.624999999999,277.33124999999995,5,1
54,3978.125,1.5250988134226853,-1991.107142857143,5,3,27846.875,1392.34375,15,1
55,786.5,0.34078268929774663,31.976190476190474,8,0,5505.5,275.275,6,1
56,818.5,0.3322048245075473,23.976190476190474,8,0,5729.499999999999,286.47499999999997,0,0
57,0.0,0.0,0.0,0,8,0.0,0.0,0,0
58,52470.625,0.4589568105080141,1121.845238095238,8,0,367294.375,18364.71875,2,0
59,5998.5,0.9017404342354695,-1628.095238095238,8,0,41989.5,2099.475,1,0
60,40144.25,0.1861490352141608,-854.7380952380952,8,0,281009.75,14050.4875,0,0
61,305.375,2.419236858691233,-195.67857142857142,2,6,2137.625,106.88125,13,1
62,553.0,0.5976445941190607,-120.66666666666667,8,0,3870.9999999999995,193.54999999999998,1,0
63,19571.625,0.7016089883415186,-206.89285714285714,8,0,137001.375,6850.068749999999,2,0
64,0.0,0.0,0.0,0,8,0.0,0.0,0,0
65,332.25,2.82842712474619,-221.5,1,7,2325.75,116.2875,5,1
66,43716.875,0.48734539497530854,6833.273809523809,8,0,306018.12499999994,15300.906249999998,0,0
67,13121.0,0.7485084068420703,-985.8333333333334,8,0,91846.99999999999,4592.349999999999,5,1
68,2144.375,0.32094657298559665,123.22619047619048,8,0,15010.625,750.53125,1,0
69,433.125,1.6756086031253403,-242.79761904761904,3,5,3031.875,151.59375,9,1
70,34883.0,0.19387279760101392,-2214.0,8,0,244181.0,12209.05,1,0
71,514.125,1.7899640108711317,-282.79761904761904,4,4,3598.875,179.94375,16,1
72,23068.25,0.21543080165028042,558.8333333333334,8,0,161477.75,8073.8875,0,0
73,29.25,2.8284271247461903,13.928571428571429,1,7,204.74999999999997,10.237499999999999,1,0
74,1089.75,0.25119388420384064,-73.83333333333333,8,0,7628.249999999999,381.41249999999997,0,0
75,791.25,0.3248069183302688,-67.26190476190476,8,0,5538.75,276.9375,0,0
76,2260.875,0.36146503894651044,99.60714285714286,8,0,15826.125,791.30625,8,1
77,9659.25,0.2762239541921797,-1003.5714285714286,8,0,67614.75,3380.7374999999997,0,0
78,17737.75,0.48790012894747004,2010.6666666666667,8,0,124164.25,6208.2125,0,0
79,9787.375,0.5803436230139919,-2186.8214285714284,8,0,68511.625,3425.5812499999997,1,0
80,8520.375,0.7282805264001482,1639.392857142857,8,0,59642.625,2982.13125,2,0
81,14365.25,0.49532334918011045,766.4285714285714,8,0,100556.75,5027.8375,0,0
82,27841.875,0.5915485331647181,6278.035714285715,8,0,194893.125,9744.65625,0,0
83,2689.625,0.5752119296597255,-376.48809523809524,7,1,18827.375,941.36875,5,1
84,1698.375,0.4355856600255976,75.98809523809524,8,0,11888.625,594.43125,0,0
85,3289.5,0.2070422076139182,-202.47619047619048,8,0,23026.499999999996,1151.3249999999998,0,0
86,45064.5,0.9156939677021259,16105.761904761905,6,2,315451.5,15772.574999999999,0,0
87,345.75,1.4542918202822874,-173.83333333333334,3,5,2420.25,121.01249999999999,2,0
88,14740.625,1.1059794163943022,4513.321428571428,8,0,103184.375,5159.21875,0,0
89,1894.25,0.397771641207728,239.04761904761904,8,0,13259.75,662.9875,3,0
90,2068.25,0.578893945646173,-63.714285714285715,8,0,14477.749999999998,723.8874999999999,1,0
91,1313.75,0.15267288125217368,-48.0,8,0,9196.249999999998,459.81249999999994,0,0
92,31.375,1.9587568034849039,-17.035714285714285,2,6,219.625,10.98125,4,1
93,1218.5,1.0804988079747968,-508.5952380952381,5,3,8529.5,426.47499999999997,3,0
94,153.25,0.6485241849239181,-35.69047619047619,7,1,1072.75,53.637499999999996,5,1
95,6357.625,1.0551713462055614,2023.845238095238,6,2,44503.375,2225.16875,0,0
96,14373.25,0.735096848232727,-941.8571428571429,8,0,100612.75,5030.6375,4,1
97,67978.375,0.6951460820103594,17414.083333333332,6,2,475848.62499999994,23792.431249999998,0,0
98,7676.375,0.4891952608744834,-831.6547619047619,8,0,53734.625,2686.73125,2,0
99,913.25,0.8548880798448965,239.83333333333334,7,1,6392.75,319.6375,0,0
100,13882.625,1.8218404022082042,-7380.059523809524,7,1,97178.375,4858.91875,4,1
101,1752.75,2.8284271247461903,-1168.5,1,7,12269.25,613.4625,5,1
102,2236.625,0.212295607665953,-185.20238095238096,8,0,15656.374999999998,782.8187499999999,0,0
103,68293.0,0.22441631503760023,-820.1904761904761,8,0,478051.0,23902.55,4,1
104,80028.875,0.9906943992638864,-28314.77380952381,5,3,560202.125,28010.106249999997,11,1
105,2014.75,0.3596812291272681,-166.97619047619048,8,0,14103.249999999998,705.1624999999999,0,0
106,2931.875,0.4275176339682241,495.5595238095238,8,0,20523.125,1026.15625,0,0
107,646.125,0.7835130678206326,-154.51190476190476,8,0,4522.875,226.14374999999998,8,1
108,16830.5,0.5117448287024117,-3258.3333333333335,8,0,117813.49999999999,5890.674999999999,1,0
109,28199.875,0.7218918493615867,3611.8928571428573,7,1,197399.125,9869.95625,0,0
110,8150.875,0.32736153337975726,107.86904761904762,8,0,57056.12499999999,2852.8062499999996,13,1
111,484.375,1.8771533331728683,283.4404761904762,2,6,3390.625,169.53125,0,0
112,105003.25,0.7168614638898693,20604.333333333332,8,0,735022.75,36751.1375,0,0
113,322.25,1.4029493111591231,-150.54761904761904,3,5,2255.75,112.7875,7,1
114,1143.875,1.1888297445302634,81.75,4,4,8007.125,400.35625,5,1
115,364.75,0.7171104195619169,-104.14285714285714,7,1,2553.25,127.6625,6,1
116,5561.375,0.22590822997900667,-191.03571428571428,8,0,38929.625,1946.4812499999998,0,0
117,8426.625,1.090487106920589,2922.154761904762,7,1,58986.375,2949.31875,0,0
118,43292.75,0.7509447575109982,11842.214285714286,8,0,303049.25,15152.4625,0,0
119,9960.625,0.4968148779802618,1596.8690476190477,8,0,69724.375,3486.21875,0,0
120,377.0,1.1760030036869282,49.45238095238095,4,4,2639.0,131.95,1,0
121,3174.375,0.7180336796363748,826.5833333333334,7,1,22220.625,1111.03125,0,0
122,2336.125,0.35280822192132133,-269.9642857142857,8,0,16352.875,817.64375,13,1
123,35628.375,0.40461389909305284,-1349.75,8,0,249398.625,12469.93125,0,0
124,15.375,2.8284271247461903,10.25,1,7,107.625,5.38125,2,0
125,602.25,0.4976492550979742,60.023809523809526,7,1,4215.75,210.7875,2,0
126,0.0,0.0,0.0,0,8,0.0,0.0,0,0
127,439.0,0.9628959374807486,146.3095238095238,5,3,3072.9999999999995,153.64999999999998,6,1
128,704.5,2.3143933433152473,446.14285714285717,2,6,4931.5,246.575,19,1
129,8463.5,0.3255618218436189,450.45238095238096,8,0,59244.5,2962.225,0,0
130,3932.25,0.2442053683937329,-117.5,8,0,27525.75,1376.2875,1,0
131,26104.875,0.8635734918737986,8317.67857142857,7,1,182734.125,9136.70625,1,0
132,7728.625,0.9404001891073522,1529.6309523809523,8,0,54100.37499999999,2705.0187499999997,0,0
133,19300.0,0.6726911269134267,2879.714285714286,8,0,135100.0,6755.0,0,0
134,0.0,0.0,0.0,0,8,0.0,0.0,0,0
135,62814.0,0.3210035844153108,-4043.5714285714284,8,0,439697.99999999994,21984.899999999998,0,0
136,12921.375,0.5017410370705696,2556.5833333333335,8,0,90449.625,4522.48125,1,0
137,6681.0,0.29206430625786345,-620.1428571428571,8,0,46767.0,2338.35,13,1
138,2661.375,2.7310789778126536,-1681.392857142857,2,6,18629.625,931.4812499999999,5,1
139,2929.375,1.4887211053247067,1472.2738095238096,4,4,20505.625,1025.28125,0,0
140,32.5,2.8284271247461903,-21.666666666666668,1,7,227.5,11.375,15,1
142,6966.125,0.11427177734107376,235.96428571428572,8,0,48762.87499999999,2438.1437499999997,0,0
143,2299.75,1.421082981579866,-1107.1666666666667,4,4,16098.249999999998,804.9124999999999,19,1
144,5778.25,0.15063160385311905,-143.07142857142858,8,0,40447.75,2022.3874999999998,8,1
145,119.0,2.0295565379502563,30.833333333333332,2,6,833.0,41.65,0,0
146,1447.875,1.170121805316124,614.797619047619,5,3,10135.125,506.75624999999997,5,1
147,2387.875,0.31420151308891586,-238.98809523809524,8,0,16715.125,835.7562499999999,9,1
148,13483.0,1.0653558880550744,3070.8809523809523,7,1,94380.99999999999,4719.049999999999,0,0
149,3941.75,0.26799631989123657,213.92857142857142,8,0,27592.25,1379.6125,0,0
150,4994.5,0.5409081144961148,722.5,8,0,34961.5,1748.0749999999998,0,0
151,1037.875,0.986638252164634,-246.63095238095238,6,2,7265.124999999999,363.25624999999997,1,0
152,16215.125,1.6160327301539614,7638.583333333333,6,2,113505.875,5675.29375,0,0
153,0.0,0.0,0.0,0,8,0.0,0.0,0,0
154,4977.625,0.6152800417463932,-281.48809523809524,8,0,34843.375,1742.1687499999998,4,1
155,63042.875,0.2833486247325494,4368.8452380952385,8,0,441300.125,22065.00625,7,1
156,36720.625,0.219018955488972,305.17857142857144,8,0,257044.375,12852.21875,0,0
157,2284.375,0.8694636565093158,604.297619047619,7,1,15990.625,799.53125,0,0
158,66156.875,0.4948428401654481,13072.297619047618,8,0,463098.125,23154.90625,0,0
159,17817.75,0.5860694899218237,3448.9285714285716,8,0,124724.25,6236.2125,0,0
160,3370.25,1.45838803731816,1394.3095238095239,4,4,23591.749999999996,1179.5874999999999,6,1
161,6731.75,0.8104130981098695,2102.2380952380954,8,0,47122.24999999999,2356.1124999999997,0,0
162,1060.0,0.7877205963950975,237.73809523809524,7,1,7420.0,371.0,2,0
163,38276.5,0.36499203763256816,-664.8095238095239,8,0,267935.5,13396.775,1,0
164,18284.125,0.18787419574680783,-531.8928571428571,8,0,127988.87499999999,6399.443749999999,0,0
165,771.0,2.3103487867085426,488.0238095238095,2,6,5396.999999999999,269.84999999999997,0,0
166,471.75,1.859116389719836,273.07142857142856,2,6,3302.2499999999995,165.11249999999998,0,0
167,799.625,0.8570519200382046,-253.77380952380952,5,3,5597.375,279.86875,1,0
168,6786.125,0.36616619150429724,971.3214285714286,8,0,47502.87499999999,2375.1437499999997,0,0
169,8220.0,0.9308757662759869,3009.4523809523807,5,3,57540.0,2877.0,0,0
170,1203.625,1.8521463886961818,690.1071428571429,2,6,8425.375,421.26874999999995,0,0
171,1975.25,0.7037373071712166,-84.19047619047619,7,1,13826.75,691.3375,13,1
172,1543.5,0.9676866570431727,410.4047619047619,6,2,10804.499999999998,540.2249999999999,2,0
173,17618.125,0.35454241860665886,1278.9404761904761,8,0,123326.875,6166.34375,0,0
174,2547.0,0.32951118356750175,-24.833333333333332,8,0,17829.0,891.4499999999999,1,0
175,11070.0,0.2503581758919839,959.0952380952381,8,0,77489.99999999999,3874.4999999999995,0,0
176,4677.0,0.39998135017684694,668.8571428571429,8,0,32738.999999999996,1636.9499999999998,0,0
177,606.375,0.6549912611878216,-157.79761904761904,7,1,4244.625,212.23125,8,1
178,30262.0,0.27109680388380003,1903.1904761904761,8,0,211833.99999999997,10591.699999999999,0,0
179,6088.75,0.22504203141075332,474.8333333333333,8,0,42621.25,2131.0625,0,0
180,2530.125,0.3900642880746491,367.6309523809524,8,0,17710.875,885.5437499999999,0,0
181,8548.875,0.22972777749122422,362.60714285714283,8,0,59842.125,2992.10625,0,0
182,692.125,1.6840376229661502,-388.9404761904762,3,5,4844.875,242.24374999999998,10,1
183,11079.75,0.965768427676889,3967.8809523809523,7,1,77558.25,3877.9125,0,0
184,5474.0,1.151105325636677,2156.3333333333335,6,2,38318.0,1915.8999999999999,2,0
185,229634.625,0.4962061081281411,33306.48809523809,7,1,1607442.375,80372.11875,11,1
186,20810.75,0.6587122563213742,3743.5238095238096,8,0,145675.25,7283.7625,0,0
187,9527.375,1.1773753783292962,-3844.3214285714284,6,2,66691.625,3334.5812499999997,1,0
188,5827.625,0.7390292401567393,-1478.4166666666667,8,0,40793.375,2039.6687499999998,9,1
189,6465.625,0.4403964961197155,24.202380952380953,8,0,45259.375,2262.96875,0,0
190,37.625,2.8284271247461903,-10.75,1,7,263.375,13.16875,6,1
191,12805.5,0.22324022512012096,925.4047619047619,8,0,89638.49999999999,4481.924999999999,0,0
192,12750.375,0.9000602373033185,1988.9166666666667,8,0,89252.62499999999,4462.631249999999,0,0
193,1410.125,0.23262586502375068,-96.22619047619048,8,0,9870.875,493.54375,1,0
194,163979.5,1.0195866522969326,48862.69047619047,8,0,1147856.5,57392.825,2,0
195,24542.625,0.6385394376555752,-5115.702380952381,8,0,171798.37499999997,8589.918749999999,5,1
196,600.625,0.6279226240932259,100.1547619047619,8,0,4204.375,210.21875,1,0
197,6181.625,1.2051349540967733,-874.1309523809524,6,2,43271.375,2163.56875,1,0
198,407.125,2.3608289795666444,-259.20238095238096,2,6,2849.8749999999995,142.49374999999998,10,1
199,27922.125,0.32442229273159456,-1225.9880952380952,8,0,195454.875,9772.74375,0,0
200,11649.25,0.43581902025729513,1690.404761904762,7,1,81544.75,4077.2374999999997,0,0
201,11562.375,0.2698736172148045,208.89285714285714,8,0,80936.625,4046.8312499999997,0,0
202,10557.75,1.4306984601406807,4697.357142857143,3,5,73904.25,3695.2124999999996,2,0
203,39581.875,1.5859569110678786,-19542.964285714286,3,5,277073.125,13853.65625,1,0
204,2970.0,0.1522047265664717,-95.9047619047619,8,0,20790.0,1039.5,0,0
205,0.0,0.0,0.0,0,8,0.0,0.0,0,0
206,11811.5,0.3143427955502877,1089.9761904761904,8,0,82680.5,4134.025,0,0
207,90918.75,0.1603579288737393,-2835.904761904762,8,0,636431.2499999999,31821.562499999996,3,0
208,10711.375,0.6878235039996051,1051.3690476190477,8,0,74979.625,3748.98125,3,0
209,19550.625,0.1735080521093467,152.77380952380952,8,0,136854.375,6842.71875,0,0
210,13252.5,0.621805368427026,2481.6190476190477,8,0,92767.5,4638.375,0,0
211,637.75,1.0025457020833664,-129.97619047619048,7,1,4464.25,223.21249999999998,3,0
212,56411.375,0.2986804795084193,2187.6071428571427,8,0,394879.62499999994,19743.981249999997,8,1
213,5610.25,0.19096125521765536,-168.6904761904762,8,0,39271.75,1963.5874999999999,3,0
214,1411.75,1.85400038959233,-800.8333333333334,2,6,9882.25,494.11249999999995,0,0
215,8391.625,0.863820483390266,-1765.0833333333333,8,0,58741.375,2937.06875,18,1
216,2674.875,0.35854102521783043,-208.72619047619048,8,0,18724.125,936.20625,1,0
217,11694.125,0.290429704104787,-968.4642857142857,8,0,81858.875,4092.94375,2,0
218,30841.5,0.4827636429170995,-5575.523809523809,8,0,215890.5,10794.525,1,0
219,1891.5,0.668174012179658,497.92857142857144,8,0,13240.5,662.025,0,0
220,54153.125,0.20877343339377777,-3481.1309523809523,8,0,379071.875,18953.59375,0,0
221,2906.75,1.3010444162278847,-1105.6190476190477,8,0,20347.25,1017.3625,2,0
222,8799.0,0.7694469935857295,-579.5,8,0,61592.99999999999,3079.6499999999996,20,1
223,122970.75,0.24631110469349898,388.0,8,0,860795.25,43039.7625,0,0
224,0.0,0.0,0.0,0,8,0.0,0.0,0,0
225,3429.875,1.7512780520505842,-1865.1309523809523,4,4,24009.125,1200.45625,3,0
226,9120.375,0.6582270109453655,2071.440476190476,8,0,63842.625,3192.13125,0,0
227,0.0,0.0,0.0,0,8,0.0,0.0,0,0
228,19475.75,0.4061553795236556,3102.5714285714284,8,0,136330.25,6816.5125,0,0
229,1230.875,1.4715338045547768,632.5833333333334,3,5,8616.125,430.80625,0,0
230,22394.875,0.582330393452062,-2893.4166666666665,8,0,156764.125,7838.206249999999,0,0
231,8055.75,1.0279730227191586,-932.0714285714286,5,3,56390.25,2819.5125,1,0
232,39439.875,0.4132246716277631,-3753.2023809523807,8,0,276079.125,13803.95625,1,0
233,0.0,0.0,0.0,0,8,0.0,0.0,0,0
234,6646.125,0.8354552149549211,-1793.5595238095239,7,1,46522.87499999999,2326.1437499999997,0,0
235,21744.0,0.33412425247467903,-2360.190476190476,8,0,152208.0,7610.4,0,0
236,1936.5,0.4751525482334768,-331.07142857142856,8,0,13555.5,677.775,1,0
237,1285.125,2.140272614804258,-754.3214285714286,3,5,8995.875,449.79375,4,1
238,0.0,0.0,0.0,0,8,0.0,0.0,0,0
239,0.0,0.0,0.0,0,8,0.0,0.0,0,0
240,1611.75,1.0276405937746578,-209.92857142857142,7,1,11282.25,564.1125,1,0
241,6271.875,0.48870817170855774,-742.6071428571429,8,0,43903.125,2195.15625,0,0
242,5761.875,0.33250334385282754,69.91666666666667,8,0,40333.12499999999,2016.6562499999998,0,0
243,14178.75,0.6522145062358565,-3533.404761904762,8,0,99251.25,4962.5625,8,1
244,393.125,1.2633036278059622,-178.63095238095238,4,4,2751.875,137.59375,11,1
245,0.0,0.0,0.0,0,8,0.0,0.0,0,0
246,2065.75,0.37193586880811097,289.76190476190476,8,0,14460.249999999998,723.0124999999999,0,0
247,1773.75,1.6468836834445548,-611.1428571428571,4,4,12416.25,620.8125,4,1
248,3062.625,0.8914170812521123,-357.5833333333333,5,3,21438.375,1071.91875,1,0
249,1236.375,0.8253814338572283,-179.39285714285714,7,1,8654.625,432.73125,3,0
250,15634.375,0.4092724139640912,1209.4642857142858,8,0,109440.625,5472.03125,0,0
251,4941.875,0.6497767079379791,-973.9880952380952,8,0,34593.125,1729.65625,1,0
252,4937.375,0.5291685072443766,-906.9404761904761,8,0,34561.625,1728.08125,0,0
253,0.0,0.0,0.0,0,8,0.0,0.0,0,0
254,48746.5,0.6811684624263653,-11884.642857142857,8,0,341225.49999999994,17061.274999999998,9,1
255,10855.5,0.36322305906669844,589.9761904761905,8,0,75988.5,3799.4249999999997,0,0
256,1834.625,1.6919213899221928,-1012.5119047619048,4,4,12842.375,642.11875,2,0
257,1360.125,0.3242658504388718,-100.98809523809524,8,0,9520.875,476.04375,8,1
258,353.5,0.4330404840633282,-51.904761904761905,8,0,2474.5,123.725,0,0
259,2871.625,0.8700467407175833,-827.5595238095239,5,3,20101.375,1005.0687499999999,11,1
260,2639.75,0.937618572932918,-597.547619047619,8,0,18478.25,923.9124999999999,14,1
261,9045.5,0.7452059999662921,214.5952380952381,7,1,63318.49999999999,3165.9249999999997,0,0
262,2151.125,0.8778826023436079,-554.7261904761905,8,0,15057.875,752.89375,3,0
263,19708.375,1.1986793247137053,-715.9880952380952,7,1,137958.625,6897.93125,0,0
264,26460.875,0.249082328599392,926.0595238095239,8,0,185226.125,9261.30625,0,0
265,13616.0,0.23741974653305756,-811.5,8,0,95311.99999999999,4765.599999999999,0,0
266,9471.375,0.6921840186389367,746.5833333333334,7,1,66299.625,3314.98125,0,0
267,28862.625,0.8378589108464711,8792.940476190477,5,3,202038.37499999997,10101.918749999999,0,0
268,7142.0,0.8611363893908255,2308.5714285714284,5,3,49994.0,2499.7,0,0
269,21556.375,0.3436282039343119,-2438.8214285714284,8,0,150894.625,7544.73125,3,0
270,14759.375,0.6635090330998914,282.29761904761904,8,0,103315.625,5165.78125,4,1
271,73943.875,0.3383189789038639,3488.9880952380954,8,0,517607.12499999994,25880.356249999997,0,0
272,28315.375,0.4477194890096515,-3671.7976190476193,8,0,198207.62499999997,9910.381249999999,0,0
273,11029.25,1.4034487602026695,5453.0952380952385,3,5,77204.75,3860.2374999999997,0,0
274,7799.75,1.031854751161739,-3132.2380952380954,5,3,54598.25,2729.9125,20,1
276,57136.0,0.556790111052131,-11935.0,7,1,399952.0,19997.6,7,1
277,4071.625,1.2563323774180974,-1740.0833333333333,4,4,28501.375,1425.06875,7,1
278,1032.625,1.1719950373639572,450.7738095238095,4,4,7228.375,361.41875,0,0
279,128.5,2.82842712474619,-85.66666666666667,1,7,899.4999999999999,44.974999999999994,10,1
280,1341.25,0.19295462584786513,-60.666666666666664,8,0,9388.749999999998,469.43749999999994,0,0
281,0.0,0.0,0.0,0,8,0.0,0.0,0,0
282,11374.125,0.9723333149364765,-3311.440476190476,6,2,79618.875,3980.94375,2,0
283,21422.5,0.23032646562435963,-1166.9285714285713,8,0,149957.49999999997,7497.874999999999,5,1
284,10687.625,1.0016923097876107,1797.6309523809523,7,1,74813.375,3740.66875,0,0
285,42820.0,0.6526190195545231,-10258.166666666666,7,1,299739.99999999994,14986.999999999998,0,0
286,19627.375,0.6386069116642143,-4447.821428571428,8,0,137391.625,6869.581249999999,0,0
287,6206.375,0.293584031120809,-524.1785714285714,8,0,43444.625,2172.23125,0,0
288,0.0,0.0,0.0,0,8,0.0,0.0,0,0
289,6257.75,0.683940302444549,-1518.9761904761904,8,0,43804.24999999999,2190.2124999999996,0,0
290,15608.375,0.09988810098412546,-304.6547619047619,8,0,109258.625,5462.93125,0,0
291,15059.0,1.042747585189646,-5499.0,6,2,105413.0,5270.65,2,0
292,1298.75,1.957232363715044,-412.5238095238095,3,5,9091.249999999998,454.56249999999994,5,1
293,6069.375,1.0496094175871422,1427.702380952381,5,3,42485.625,2124.28125,0,0
294,7451.75,1.1350575360602604,2287.4761904761904,6,2,52162.24999999999,2608.1124999999997,0,0
295,771.75,0.657028903061051,101.92857142857143,6,2,5402.249999999999,270.11249999999995,5,1
296,1208.375,0.8764462473761022,-263.3690476190476,8,0,8458.625,422.93125,5,1
297,3956.625,0.6697416472831924,-486.5595238095238,8,0,27696.375,1384.81875,12,1
298,11595.625,0.4579291391821357,-1520.4404761904761,8,0,81169.37499999999,4058.4687499999995,3,0
299,3262.0,0.4885972575041422,-614.4285714285714,8,0,22833.999999999996,1141.6999999999998,20,1
300,12728.375,1.762834198287224,-7275.130952380952,3,5,89098.625,4454.93125,2,0
301,8463.5,0.7380977478859878,-1331.7142857142858,8,0,59244.5,2962.225,0,0
302,5930.25,0.7022277370688542,-1472.547619047619,6,2,41511.75,2075.5875,3,0
303,3489.0,0.4057491419601284,-528.6428571428571,8,0,24422.999999999996,1221.1499999999999,1,0
304,1578.875,0.7172011838462367,-409.51190476190476,6,2,11052.124999999998,552.6062499999999,1,0
305,43884.25,0.15907165031332904,-1003.0952380952381,8,0,307189.75,15359.4875,0,0
306,61.875,2.82842712474619,41.25,1,7,433.125,21.65625,3,0
307,930.125,1.3152259763408285,-234.70238095238096,7,1,6510.875,325.54375,4,1
308,5144.875,1.0647770494935709,487.67857142857144,6,2,36014.125,1800.70625,0,0
309,9900.0,0.3901523860883072,1479.1904761904761,8,0,69300.0,3465.0,0,0
310,965.125,1.5985180371165966,460.10714285714283,4,4,6755.875,337.79375,0,0
311,4316.375,0.7050460502041852,502.32142857142856,7,1,30214.624999999996,1510.7312499999998,3,0
312,12714.0,0.3644555033661907,812.6666666666666,8,0,88998.0,4449.9,0,0
313,4455.625,0.7792856278608374,1115.5595238095239,8,0,31189.375,1559.46875,0,0
314,380.25,1.4199226564402352,-137.42857142857142,4,4,2661.75,133.0875,2,0
315,12525.875,0.7854751281389359,1468.9642857142858,7,1,87681.125,4384.05625,0,0
316,6437.125,1.126096846014095,2023.154761904762,6,2,45059.87499999999,2252.9937499999996,1,0
317,89221.75,0.7841216526995101,19806.833333333332,8,0,624552.25,31227.6125,0,0
